# Testing boundary problem 1
0	0.9999	1
0.001	1.001	1.001
0.002	1.002	1.002
0.003	1.003	1.003
0.004	1.004	1.004
0.005	1.005	1.005
0.006	1.006	1.006
0.007	1.007	1.007
0.008	1.008	1.008
0.009	1.009	1.009
0.01	1.01	1.01
0.011	1.011	1.011
0.012	1.012	1.012
0.013	1.013	1.013
0.014	1.014	1.014
0.015	1.015	1.015
0.016	1.016	1.016
0.017	1.017	1.017
0.018	1.018	1.018
0.019	1.019	1.019
0.02	1.02	1.02
0.021	1.021	1.021
0.022	1.022	1.022
0.023	1.023	1.024
0.024	1.025	1.025
0.025	1.026	1.026
0.026	1.027	1.027
0.027	1.028	1.028
0.028	1.029	1.029
0.029	1.03	1.03
0.03	1.031	1.031
0.031	1.032	1.032
0.032	1.033	1.033
0.033	1.034	1.034
0.034	1.035	1.035
0.035	1.036	1.036
0.036	1.037	1.037
0.037	1.038	1.038
0.038	1.039	1.039
0.039	1.04	1.041
0.04	1.042	1.042
0.041	1.043	1.043
0.042	1.044	1.044
0.043	1.045	1.045
0.044	1.046	1.046
0.045	1.047	1.047
0.046	1.048	1.048
0.047	1.049	1.049
0.048	1.05	1.05
0.049	1.051	1.051
0.05	1.052	1.053
0.051	1.054	1.054
0.052	1.055	1.055
0.053	1.056	1.056
0.054	1.057	1.057
0.055	1.058	1.058
0.056	1.059	1.059
0.057	1.06	1.06
0.058	1.061	1.061
0.059	1.062	1.062
0.06	1.064	1.064
0.061	1.065	1.065
0.062	1.066	1.066
0.063	1.067	1.067
0.064	1.068	1.068
0.065	1.069	1.069
0.066	1.07	1.07
0.067	1.071	1.071
0.068	1.073	1.073
0.069	1.074	1.074
0.07	1.075	1.075
0.071	1.076	1.076
0.072	1.077	1.077
0.073	1.078	1.078
0.074	1.079	1.079
0.075	1.081	1.081
0.076	1.082	1.082
0.077	1.083	1.083
0.078	1.084	1.084
0.079	1.085	1.085
0.08	1.086	1.086
0.081	1.088	1.088
0.082	1.089	1.089
0.083	1.09	1.09
0.084	1.091	1.091
0.085	1.092	1.092
0.086	1.093	1.093
0.087	1.095	1.095
0.088	1.096	1.096
0.089	1.097	1.097
0.09	1.098	1.098
0.091	1.099	1.099
0.092	1.1	1.1
0.093	1.102	1.102
0.094	1.103	1.103
0.095	1.104	1.104
0.096	1.105	1.105
0.097	1.106	1.106
0.098	1.108	1.108
0.099	1.109	1.109
0.1	1.11	1.11
0.101	1.111	1.111
0.102	1.112	1.112
0.103	1.114	1.114
0.104	1.115	1.115
0.105	1.116	1.116
0.106	1.117	1.117
0.107	1.118	1.119
0.108	1.12	1.12
0.109	1.121	1.121
0.11	1.122	1.122
0.111	1.123	1.123
0.112	1.125	1.125
0.113	1.126	1.126
0.114	1.127	1.127
0.115	1.128	1.128
0.116	1.129	1.13
0.117	1.131	1.131
0.118	1.132	1.132
0.119	1.133	1.133
0.12	1.134	1.135
0.121	1.136	1.136
0.122	1.137	1.137
0.123	1.138	1.138
0.124	1.139	1.139
0.125	1.141	1.141
0.126	1.142	1.142
0.127	1.143	1.143
0.128	1.144	1.145
0.129	1.146	1.146
0.13	1.147	1.147
0.131	1.148	1.148
0.132	1.15	1.15
0.133	1.151	1.151
0.134	1.152	1.152
0.135	1.153	1.153
0.136	1.155	1.155
0.137	1.156	1.156
0.138	1.157	1.157
0.139	1.158	1.159
0.14	1.16	1.16
0.141	1.161	1.161
0.142	1.162	1.162
0.143	1.164	1.164
0.144	1.165	1.165
0.145	1.166	1.166
0.146	1.167	1.168
0.147	1.169	1.169
0.148	1.17	1.17
0.149	1.171	1.171
0.15	1.173	1.173
0.151	1.174	1.174
0.152	1.175	1.175
0.153	1.177	1.177
0.154	1.178	1.178
0.155	1.179	1.179
0.156	1.181	1.181
0.157	1.182	1.182
0.158	1.183	1.183
0.159	1.185	1.185
0.16	1.186	1.186
0.161	1.187	1.187
0.162	1.189	1.189
0.163	1.19	1.19
0.164	1.191	1.191
0.165	1.193	1.193
0.166	1.194	1.194
0.167	1.195	1.195
0.168	1.197	1.197
0.169	1.198	1.198
0.17	1.199	1.199
0.171	1.201	1.201
0.172	1.202	1.202
0.173	1.203	1.203
0.174	1.205	1.205
0.175	1.206	1.206
0.176	1.207	1.207
0.177	1.209	1.209
0.178	1.21	1.21
0.179	1.211	1.212
0.18	1.213	1.213
0.181	1.214	1.214
0.182	1.216	1.216
0.183	1.217	1.217
0.184	1.218	1.218
0.185	1.22	1.22
0.186	1.221	1.221
0.187	1.223	1.223
0.188	1.224	1.224
0.189	1.225	1.225
0.19	1.227	1.227
0.191	1.228	1.228
0.192	1.229	1.23
0.193	1.231	1.231
0.194	1.232	1.232
0.195	1.234	1.234
0.196	1.235	1.235
