# Testing boundary problem 4
0.5	2.176	0
0.501	2.18	0
0.502	2.183	0
0.503	2.186	0
0.504	2.19	0
0.505	2.193	0
0.506	2.196	0
0.507	2.2	0
0.508	2.203	0
0.509	2.206	0
0.51	2.21	0
0.511	2.213	0
0.512	2.216	0
0.513	2.22	0
0.514	2.223	0
0.515	2.226	0
0.516	2.229	0
0.517	2.233	0
0.518	2.236	0
0.519	2.239	0
0.52	2.243	0
0.521	2.246	0
0.522	2.249	0
0.523	2.252	0
0.524	2.256	0
0.525	2.259	0
0.526	2.262	0
0.527	2.265	0
0.528	2.269	0
0.529	2.272	0
0.53	2.275	0
0.531	2.278	0
0.532	2.282	0
0.533	2.285	0
0.534	2.288	0
0.535	2.291	0
0.536	2.295	0
0.537	2.298	0
0.538	2.301	0
0.539	2.304	0
0.54	2.307	0
0.541	2.311	0
0.542	2.314	0
0.543	2.317	0
0.544	2.32	0
0.545	2.323	0
0.546	2.327	0
0.547	2.33	0
0.548	2.333	0
0.549	2.336	0
0.55	2.339	0
0.551	2.342	0
0.552	2.346	0
0.553	2.349	0
0.554	2.352	0
0.555	2.355	0
0.556	2.358	0
0.557	2.361	0
0.558	2.364	0
0.559	2.368	0
0.56	2.371	0
0.561	2.374	0
0.562	2.377	0
0.563	2.38	0
0.564	2.383	0
0.565	2.386	0
0.566	2.389	0
0.567	2.393	0
0.568	2.396	0
0.569	2.399	0
0.57	2.402	0
0.571	2.405	0
0.572	2.408	0
0.573	2.411	0
0.574	2.414	0
0.575	2.417	0
0.576	2.42	0
0.577	2.423	0
0.578	2.426	0
0.579	2.429	0
0.58	2.433	0
0.581	2.436	0
0.582	2.439	0
0.583	2.442	0
0.584	2.445	0
0.585	2.448	0
0.586	2.451	0
0.587	2.454	0
0.588	2.457	0
0.589	2.46	0
0.59	2.463	0
0.591	2.466	0
0.592	2.469	0
0.593	2.472	0
0.594	2.475	0
0.595	2.478	0
0.596	2.481	0
0.597	2.484	0
0.598	2.487	0
0.599	2.49	0
0.6	2.493	0
0.601	2.496	0
0.602	2.499	0
0.603	2.502	0
0.604	2.505	0
0.605	2.508	0
0.606	2.511	0
0.607	2.514	0
0.608	2.516	0
0.609	2.519	0
0.61	2.522	0
0.611	2.525	0
0.612	2.528	0
0.613	2.531	0
0.614	2.534	0
0.615	2.537	0
0.616	2.54	0
0.617	2.543	0
0.618	2.546	0
0.619	2.549	0
0.62	2.552	0
0.621	2.554	0
0.622	2.557	0
0.623	2.56	0
0.624	2.563	0
0.625	2.566	0
0.626	2.569	0
0.627	2.572	0
0.628	2.575	0
0.629	2.577	0
0.63	2.58	0
0.631	2.583	0
0.632	2.586	0
0.633	2.589	0
0.634	2.592	0
0.635	2.594	0
0.636	2.597	0
0.637	2.6	0
0.638	2.603	0
0.639	2.606	0
0.64	2.609	0
0.641	2.611	0
0.642	2.614	0
0.643	2.617	0
0.644	2.62	0
0.645	2.622	0
0.646	2.625	0
0.647	2.628	0
0.648	2.631	0
0.649	2.634	0
0.65	2.636	0
0.651	2.639	0
0.652	2.642	0
0.653	2.645	0
0.654	2.647	0
0.655	2.65	0
0.656	2.653	0
0.657	2.656	0
0.658	2.658	0
0.659	2.661	0
0.66	2.664	0
0.661	2.667	0
0.662	2.669	0
0.663	2.672	0
0.664	2.675	0
0.665	2.677	0
0.666	2.68	0
0.667	2.683	0
0.668	2.685	0
0.669	2.688	0
0.67	2.691	0
0.671	2.693	0
0.672	2.696	0
0.673	2.699	0
0.674	2.701	0
0.675	2.704	0
0.676	2.707	0
0.677	2.709	0
0.678	2.712	0
0.679	2.715	0
0.68	2.717	0
0.681	2.72	0
0.682	2.723	0
0.683	2.725	0
0.684	2.728	0
0.685	2.73	0
0.686	2.733	0
0.687	2.736	0
0.688	2.738	0
0.689	2.741	0
0.69	2.743	0
0.691	2.746	0
0.692	2.749	0
0.693	2.751	0
0.694	2.754	0
0.695	2.756	0
0.696	2.759	0
0.697	2.761	0
0.698	2.764	0
0.699	2.767	0
0.7	2.769	0
0.701	2.772	0
0.702	2.774	0
0.703	2.777	0
0.704	2.779	0
0.705	2.782	0
0.706	2.784	0
0.707	2.787	0
0.708	2.789	0
0.709	2.792	0
0.71	2.794	0
0.711	2.797	0
0.712	2.799	0
0.713	2.802	0
0.714	2.804	0
0.715	2.807	0
0.716	2.809	0
0.717	2.812	0
0.718	2.814	0
0.719	2.817	0
0.72	2.819	0
0.721	2.822	0
0.722	2.824	0
0.723	2.826	0
0.724	2.829	0
0.725	2.831	0
0.726	2.834	0
0.727	2.836	0
0.728	2.839	0
0.729	2.841	0
0.73	2.843	0
0.731	2.846	0
0.732	2.848	0
0.733	2.851	0
0.734	2.853	0
0.735	2.855	0
0.736	2.858	0
0.737	2.86	0
0.738	2.862	0
0.739	2.865	0
0.74	2.867	0
0.741	2.869	0
0.742	2.872	0
0.743	2.874	0
0.744	2.877	0
0.745	2.879	0
0.746	2.881	0
0.747	2.884	0
0.748	2.886	0
0.749	2.888	0
0.75	2.89	0
0.751	2.893	0
0.752	2.895	0
0.753	2.897	0
0.754	2.9	0
0.755	2.902	0
0.756	2.904	0
0.757	2.907	0
0.758	2.909	0
0.759	2.911	0
0.76	2.913	0
0.761	2.916	0
0.762	2.918	0
0.763	2.92	0
0.764	2.922	0
0.765	2.925	0
0.766	2.927	0
0.767	2.929	0
0.768	2.931	0
0.769	2.934	0
0.77	2.936	0
0.771	2.938	0
0.772	2.94	0
0.773	2.942	0
0.774	2.945	0
0.775	2.947	0
0.776	2.949	0
0.777	2.951	0
0.778	2.953	0
0.779	2.955	0
0.78	2.958	0
0.781	2.96	0
0.782	2.962	0
0.783	2.964	0
0.784	2.966	0
0.785	2.968	0
0.786	2.971	0
0.787	2.973	0
0.788	2.975	0
0.789	2.977	0
