# Testing boundary problem 2
0	-0.8642	-0.8642
0.001	-0.8624	-0.8623
0.002	-0.8605	-0.8604
0.003	-0.8586	-0.8586
0.004	-0.8568	-0.8567
0.005	-0.8549	-0.8549
0.006	-0.8531	-0.853
0.007	-0.8513	-0.8512
0.008	-0.8494	-0.8494
0.009	-0.8476	-0.8475
0.01	-0.8458	-0.8457
0.011	-0.8439	-0.8439
0.012	-0.8421	-0.8421
0.013	-0.8403	-0.8402
0.014	-0.8385	-0.8384
0.015	-0.8367	-0.8366
0.016	-0.8348	-0.8348
0.017	-0.833	-0.833
0.018	-0.8312	-0.8312
0.019	-0.8294	-0.8294
0.02	-0.8276	-0.8276
0.021	-0.8259	-0.8258
0.022	-0.8241	-0.824
0.023	-0.8223	-0.8222
0.024	-0.8205	-0.8204
0.025	-0.8187	-0.8187
0.026	-0.8169	-0.8169
0.027	-0.8152	-0.8151
0.028	-0.8134	-0.8133
0.029	-0.8116	-0.8116
0.03	-0.8099	-0.8098
0.031	-0.8081	-0.8081
0.032	-0.8064	-0.8063
0.033	-0.8046	-0.8046
0.034	-0.8029	-0.8028
0.035	-0.8011	-0.8011
0.036	-0.7994	-0.7993
0.037	-0.7976	-0.7976
0.038	-0.7959	-0.7959
0.039	-0.7942	-0.7941
0.04	-0.7924	-0.7924
0.041	-0.7907	-0.7907
0.042	-0.789	-0.7889
0.043	-0.7873	-0.7872
0.044	-0.7856	-0.7855
0.045	-0.7839	-0.7838
0.046	-0.7822	-0.7821
0.047	-0.7804	-0.7804
0.048	-0.7787	-0.7787
0.049	-0.777	-0.777
0.05	-0.7754	-0.7753
0.051	-0.7737	-0.7736
0.052	-0.772	-0.7719
0.053	-0.7703	-0.7702
0.054	-0.7686	-0.7686
0.055	-0.7669	-0.7669
0.056	-0.7652	-0.7652
0.057	-0.7636	-0.7635
0.058	-0.7619	-0.7619
0.059	-0.7602	-0.7602
0.06	-0.7586	-0.7585
0.061	-0.7569	-0.7569
0.062	-0.7553	-0.7552
0.063	-0.7536	-0.7536
0.064	-0.752	-0.7519
0.065	-0.7503	-0.7503
0.066	-0.7487	-0.7486
0.067	-0.747	-0.747
0.068	-0.7454	-0.7453
0.069	-0.7438	-0.7437
0.07	-0.7421	-0.7421
0.071	-0.7405	-0.7404
0.072	-0.7389	-0.7388
0.073	-0.7372	-0.7372
0.074	-0.7356	-0.7356
0.075	-0.734	-0.734
0.076	-0.7324	-0.7323
0.077	-0.7308	-0.7307
0.078	-0.7292	-0.7291
0.079	-0.7276	-0.7275
0.08	-0.726	-0.7259
0.081	-0.7244	-0.7243
0.082	-0.7228	-0.7227
0.083	-0.7212	-0.7211
0.084	-0.7196	-0.7196
0.085	-0.718	-0.718
0.086	-0.7164	-0.7164
0.087	-0.7149	-0.7148
0.088	-0.7133	-0.7132
0.089	-0.7117	-0.7117
0.09	-0.7101	-0.7101
0.091	-0.7086	-0.7085
0.092	-0.707	-0.707
0.093	-0.7054	-0.7054
0.094	-0.7039	-0.7038
0.095	-0.7023	-0.7023
0.096	-0.7008	-0.7007
0.097	-0.6992	-0.6992
0.098	-0.6977	-0.6976
0.099	-0.6961	-0.6961
0.1	-0.6946	-0.6945
0.101	-0.6931	-0.693
0.102	-0.6915	-0.6915
0.103	-0.69	-0.6899
0.104	-0.6885	-0.6884
0.105	-0.6869	-0.6869
0.106	-0.6854	-0.6854
0.107	-0.6839	-0.6838
0.108	-0.6824	-0.6823
0.109	-0.6809	-0.6808
0.11	-0.6793	-0.6793
0.111	-0.6778	-0.6778
0.112	-0.6763	-0.6763
0.113	-0.6748	-0.6748
0.114	-0.6733	-0.6733
0.115	-0.6718	-0.6718
0.116	-0.6703	-0.6703
0.117	-0.6688	-0.6688
0.118	-0.6674	-0.6673
0.119	-0.6659	-0.6658
0.12	-0.6644	-0.6643
0.121	-0.6629	-0.6629
0.122	-0.6614	-0.6614
0.123	-0.66	-0.6599
0.124	-0.6585	-0.6584
0.125	-0.657	-0.657
0.126	-0.6555	-0.6555
0.127	-0.6541	-0.654
0.128	-0.6526	-0.6526
0.129	-0.6512	-0.6511
0.13	-0.6497	-0.6497
0.131	-0.6483	-0.6482
0.132	-0.6468	-0.6468
0.133	-0.6454	-0.6453
0.134	-0.6439	-0.6439
0.135	-0.6425	-0.6424
0.136	-0.641	-0.641
0.137	-0.6396	-0.6396
0.138	-0.6382	-0.6381
0.139	-0.6367	-0.6367
0.14	-0.6353	-0.6353
0.141	-0.6339	-0.6338
0.142	-0.6325	-0.6324
0.143	-0.631	-0.631
0.144	-0.6296	-0.6296
0.145	-0.6282	-0.6282
0.146	-0.6268	-0.6267
0.147	-0.6254	-0.6253
0.148	-0.624	-0.6239
0.149	-0.6226	-0.6225
0.15	-0.6212	-0.6211
0.151	-0.6198	-0.6197
0.152	-0.6184	-0.6183
0.153	-0.617	-0.6169
0.154	-0.6156	-0.6155
0.155	-0.6142	-0.6142
0.156	-0.6128	-0.6128
0.157	-0.6114	-0.6114
0.158	-0.6101	-0.61
0.159	-0.6087	-0.6086
0.16	-0.6073	-0.6073
0.161	-0.6059	-0.6059
0.162	-0.6046	-0.6045
0.163	-0.6032	-0.6031
0.164	-0.6018	-0.6018
0.165	-0.6005	-0.6004
0.166	-0.5991	-0.5991
0.167	-0.5977	-0.5977
0.168	-0.5964	-0.5963
0.169	-0.595	-0.595
0.17	-0.5937	-0.5936
0.171	-0.5923	-0.5923
0.172	-0.591	-0.591
0.173	-0.5897	-0.5896
0.174	-0.5883	-0.5883
0.175	-0.587	-0.5869
0.176	-0.5856	-0.5856
0.177	-0.5843	-0.5843
0.178	-0.583	-0.5829
0.179	-0.5817	-0.5816
0.18	-0.5803	-0.5803
0.181	-0.579	-0.579
0.182	-0.5777	-0.5776
0.183	-0.5764	-0.5763
0.184	-0.5751	-0.575
0.185	-0.5737	-0.5737
0.186	-0.5724	-0.5724
0.187	-0.5711	-0.5711
0.188	-0.5698	-0.5698
0.189	-0.5685	-0.5685
0.19	-0.5672	-0.5672
0.191	-0.5659	-0.5659
0.192	-0.5646	-0.5646
0.193	-0.5633	-0.5633
0.194	-0.562	-0.562
0.195	-0.5608	-0.5607
0.196	-0.5595	-0.5594
0.197	-0.5582	-0.5581
0.198	-0.5569	-0.5569
0.199	-0.5556	-0.5556
0.2	-0.5544	-0.5543
0.201	-0.5531	-0.553
0.202	-0.5518	-0.5518
0.203	-0.5505	-0.5505
0.204	-0.5493	-0.5492
0.205	-0.548	-0.548
0.206	-0.5467	-0.5467
0.207	-0.5455	-0.5455
0.208	-0.5442	-0.5442
0.209	-0.543	-0.5429
0.21	-0.5417	-0.5417
0.211	-0.5405	-0.5404
